// STATSET export Class: Murmillo
// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset3,        18        66        65        89        91        88         1
MODCORESTATSCOMP:               statset3,        19        71        68        94        97        92         1
MODCORESTATSCOMP:               statset3,        20        73        71       100       102        98         1
MODCORESTATSCOMP:               statset3,        21        76        75       106       108       103         1
MODCORESTATSCOMP:               statset3,        22        79        80       110       114       108         1
MODCORESTATSCOMP:               statset3,        23        82        85       114       118       112         1
MODCORESTATSCOMP:               statset3,        24        84        90       119       124       116         1
MODCORESTATSCOMP:               statset3,        25        87        94       124       129       121         1
MODCORESTATSCOMP:               statset3,        26        89        99       130       135       127         1
MODCORESTATSCOMP:               statset3,        27        94       102       135       140       132         1
MODCORESTATSCOMP:               statset3,        28        97       106       140       145       137         1
MODCORESTATSCOMP:               statset3,        29       101       110       144       150       142         1
MODCORESTATSCOMP:               statset3,        30       105       115       150       156       146         1


// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset4,         1         3         5         4         4         4         1
MODCORESTATSCOMP:               statset4,         2         5         7         8         8         8         1
MODCORESTATSCOMP:               statset4,         3         7         9        12        12        12         1
MODCORESTATSCOMP:               statset4,         4         9        11        16        16        16         1
MODCORESTATSCOMP:               statset4,         5        11        13        20        20        20         1
MODCORESTATSCOMP:               statset4,         6        13        15        24        24        24         1
MODCORESTATSCOMP:               statset4,         7        15        17        28        28        28         1
MODCORESTATSCOMP:               statset4,         8        17        19        32        32        32         1
MODCORESTATSCOMP:               statset4,         9        19        21        36        36        36         1
MODCORESTATSCOMP:               statset4,        10        21        23        40        40        40         1
MODCORESTATSCOMP:               statset4,        11        23        25        44        44        44         1
MODCORESTATSCOMP:               statset4,        12        25        27        48        48        48         1
MODCORESTATSCOMP:               statset4,        13        27        29        52        52        52         1
MODCORESTATSCOMP:               statset4,        14        29        31        56        56        56         1
MODCORESTATSCOMP:               statset4,        15        31        33        60        60        60         1
MODCORESTATSCOMP:               statset4,        16        33        35        64        64        64         1
MODCORESTATSCOMP:               statset4,        17        35        37        68        68        68         1
MODCORESTATSCOMP:               statset4,        18        37        39        72        72        72         1
MODCORESTATSCOMP:               statset4,        19        39        41        76        76        76         1
MODCORESTATSCOMP:               statset4,        20        41        43        80        80        80         1
MODCORESTATSCOMP:               statset4,        21        43        45        84        84        84         1
MODCORESTATSCOMP:               statset4,        22        45        47        88        88        88         1
MODCORESTATSCOMP:               statset4,        23        47        49        92        92        92         1
MODCORESTATSCOMP:               statset4,        24        49        51        96        96        96         1
MODCORESTATSCOMP:               statset4,        25        51        53       100       100       100         1
MODCORESTATSCOMP:               statset4,        26        53        55       104       104       104         1
MODCORESTATSCOMP:               statset4,        27        55        57       108       108       108         1
MODCORESTATSCOMP:               statset4,        28        57        59       112       112       112         1
MODCORESTATSCOMP:               statset4,        29        59        61       116       116       116         1
MODCORESTATSCOMP:               statset4,        30        61        63       120       120       120         1


// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset5,         1         6         8         6         6         6         1
MODCORESTATSCOMP:               statset5,         2        11        13        12        12        12         1
MODCORESTATSCOMP:               statset5,         3        16        18        18        18        18         1
MODCORESTATSCOMP:               statset5,         4        21        23        24        24        24         1
MODCORESTATSCOMP:               statset5,         5        26        28        30        30        30         1
MODCORESTATSCOMP:               statset5,         6        31        33        36        36        36         1
MODCORESTATSCOMP:               statset5,         7        36        38        42        42        42         1
MODCORESTATSCOMP:               statset5,         8        41        43        48        48        48         1
MODCORESTATSCOMP:               statset5,         9        46        48        54        54        54         1
MODCORESTATSCOMP:               statset5,        10        51        53        60        60        60         1
MODCORESTATSCOMP:               statset5,        11        56        58        66        66        66         1
MODCORESTATSCOMP:               statset5,        12        61        63        72        72        72         1
MODCORESTATSCOMP:               statset5,        13        66        68        78        78        78         1
MODCORESTATSCOMP:               statset5,        14        71        73        84        84        84         1
MODCORESTATSCOMP:               statset5,        15        76        78        90        90        90         1
MODCORESTATSCOMP:               statset5,        16        81        83        96        96        96         1
MODCORESTATSCOMP:               statset5,        17        86        88       102       102       102         1
MODCORESTATSCOMP:               statset5,        18        91        93       108       108       108         1
MODCORESTATSCOMP:               statset5,        19        96        98       114       114       114         1
MODCORESTATSCOMP:               statset5,        20       101       103       120       120       120         1
MODCORESTATSCOMP:               statset5,        21       106       108       126       126       126         1
MODCORESTATSCOMP:               statset5,        22       111       113       132       132       132         1
MODCORESTATSCOMP:               statset5,        23       116       118       138       138       138         1
MODCORESTATSCOMP:               statset5,        24       121       123       144       144       144         1
MODCORESTATSCOMP:               statset5,        25       126       128       150       150       150         1
MODCORESTATSCOMP:               statset5,        26       131       133       156       156       156         1
MODCORESTATSCOMP:               statset5,        27       136       138       162       162       162         1
MODCORESTATSCOMP:               statset5,        28       141       143       168       168       168         1
MODCORESTATSCOMP:               statset5,        29       146       148       174       174       174         1
MODCORESTATSCOMP:               statset5,        30       151       153       180       180       180         1


