// STATSET export Class: Prop
// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset1,         4         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,         5         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,         6         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,         7         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,         8         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,         9         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,        10         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,        11         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,        12         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,        13         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,        14         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,        15         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,        16         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,        17         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,        18         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,        19         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,        20         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,        21         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,        22         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,        23         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,        24         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,        25         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,        26         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,        27         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,        28         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,        29         1         0         0         0         0         0
MODCORESTATSCOMP:               statset1,        30         1         0         0         0         0         0


// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset2,         1         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,         2         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,         3         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,         4         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,         5         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,         6         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,         7         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,         8         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,         9         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,        10         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,        11         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,        12         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,        13         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,        14         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,        15         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,        16         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,        17         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,        18         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,        19         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,        20         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,        21         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,        22         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,        23         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,        24         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,        25         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,        26         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,        27         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,        28         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,        29         1         0         0         0         0         0
MODCORESTATSCOMP:               statset2,        30         1         0         0         0         0         0


// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset3,         1         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,         2         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,         3         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,         4         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,         5         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,         6         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,         7         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,         8         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,         9         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,        10         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,        11         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,        12         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,        13         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,        14         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,        15         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,        16         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,        17         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,        18         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,        19         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,        20         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,        21         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,        22         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,        23         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,        24         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,        25         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,        26         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,        27         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,        28         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,        29         1         0         0         0         0         0
MODCORESTATSCOMP:               statset3,        30         1         0         0         0         0         0


// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset4,         1         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,         2         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,         3         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,         4         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,         5         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,         6         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,         7         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,         8         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,         9         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,        10         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,        11         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,        12         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,        13         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,        14         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,        15         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,        16         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,        17         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,        18         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,        19         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,        20         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,        21         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,        22         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,        23         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,        24         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,        25         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,        26         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,        27         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,        28         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,        29         1         0         0         0         0         0
MODCORESTATSCOMP:               statset4,        30         1         0         0         0         0         0


// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset5,         1         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,         2         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,         3         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,         4         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,         5         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,         6         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,         7         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,         8         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,         9         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,        10         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,        11         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,        12         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,        13         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,        14         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,        15         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,        16         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,        17         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,        18         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,        19         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,        20         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,        21         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,        22         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,        23         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,        24         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,        25         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,        26         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,        27         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,        28         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,        29         1         0         0         0         0         0
MODCORESTATSCOMP:               statset5,        30         1         0         0         0         0         0


