// STATSET export Class: Eiji
// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset1,        24        79        78       126       135       138         1
MODCORESTATSCOMP:               statset1,        25        82        81       132       141       143         1
MODCORESTATSCOMP:               statset1,        26        86        83       138       147       149         1
MODCORESTATSCOMP:               statset1,        27        89        87       144       152       154         1
MODCORESTATSCOMP:               statset1,        28        91        90       150       156       160         1
MODCORESTATSCOMP:               statset1,        29        94        93       155       162       165         1
MODCORESTATSCOMP:               statset1,        30        98        95       160       166       171         1


// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset2,         1         3         6        16        12        15         1
MODCORESTATSCOMP:               statset2,         2         6         9        21        17        21         1
MODCORESTATSCOMP:               statset2,         3         8        13        26        22        26         1
MODCORESTATSCOMP:               statset2,         4        11        17        31        27        32         1
MODCORESTATSCOMP:               statset2,         5        14        20        36        32        37         1
MODCORESTATSCOMP:               statset2,         6        16        23        41        37        42         1
MODCORESTATSCOMP:               statset2,         7        20        27        47        43        46         1
MODCORESTATSCOMP:               statset2,         8        22        31        52        47        51         1
MODCORESTATSCOMP:               statset2,         9        25        33        57        52        56         1
MODCORESTATSCOMP:               statset2,        10        27        37        63        57        61         1
MODCORESTATSCOMP:               statset2,        11        30        40        68        62        65         1
MODCORESTATSCOMP:               statset2,        12        33        43        72        66        70         1
MODCORESTATSCOMP:               statset2,        13        37        47        76        71        76         1
MODCORESTATSCOMP:               statset2,        14        40        51        80        77        81         1
MODCORESTATSCOMP:               statset2,        15        42        54        85        81        86         1
MODCORESTATSCOMP:               statset2,        16        45        56        91        87        92         1
MODCORESTATSCOMP:               statset2,        17        48        58        97        93        98         1
MODCORESTATSCOMP:               statset2,        18        52        61       102        98       104         1
MODCORESTATSCOMP:               statset2,        19        55        63       107       102       109         1
MODCORESTATSCOMP:               statset2,        20        58        66       112       108       113         1
MODCORESTATSCOMP:               statset2,        21        60        68       117       113       117         1
MODCORESTATSCOMP:               statset2,        22        64        71       122       118       121         1
MODCORESTATSCOMP:               statset2,        23        68        73       127       124       127         1
MODCORESTATSCOMP:               statset2,        24        71        77       132       128       132         1
MODCORESTATSCOMP:               statset2,        25        74        79       136       133       137         1
MODCORESTATSCOMP:               statset2,        26        76        83       141       138       141         1
MODCORESTATSCOMP:               statset2,        27        79        86       145       143       146         1
MODCORESTATSCOMP:               statset2,        28        82        90       150       148       150         1
MODCORESTATSCOMP:               statset2,        29        84        92       155       154       155         1
MODCORESTATSCOMP:               statset2,        30        87        95       159       160       161         1


// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset3,         1         3         6        16        13        15         1
MODCORESTATSCOMP:               statset3,         2         6        10        22        18        20         1
MODCORESTATSCOMP:               statset3,         3         9        14        27        23        25         1
MODCORESTATSCOMP:               statset3,         4        11        18        33        27        29         1
MODCORESTATSCOMP:               statset3,         5        14        20        38        32        34         1
MODCORESTATSCOMP:               statset3,         6        17        23        42        37        40         1
MODCORESTATSCOMP:               statset3,         7        21        27        46        43        45         1
MODCORESTATSCOMP:               statset3,         8        24        30        51        47        50         1
MODCORESTATSCOMP:               statset3,         9        26        32        56        51        55         1
MODCORESTATSCOMP:               statset3,        10        29        36        62        56        59         1
MODCORESTATSCOMP:               statset3,        11        33        40        67        60        65         1
MODCORESTATSCOMP:               statset3,        12        36        42        71        65        71         1
MODCORESTATSCOMP:               statset3,        13        39        44        77        69        76         1
MODCORESTATSCOMP:               statset3,        14        43        48        82        74        81         1
MODCORESTATSCOMP:               statset3,        15        45        51        87        80        86         1
MODCORESTATSCOMP:               statset3,        16        49        54        93        86        91         1
MODCORESTATSCOMP:               statset3,        17        52        58        98        91        97         1
MODCORESTATSCOMP:               statset3,        18        55        62       102        97       103         1
MODCORESTATSCOMP:               statset3,        19        58        65       106       102       109         1
MODCORESTATSCOMP:               statset3,        20        60        68       110       106       113         1
MODCORESTATSCOMP:               statset3,        21        63        71       114       111       117         1
MODCORESTATSCOMP:               statset3,        22        65        73       119       116       122         1
MODCORESTATSCOMP:               statset3,        23        67        75       124       122       128         1
MODCORESTATSCOMP:               statset3,        24        71        77       129       128       133         1
MODCORESTATSCOMP:               statset3,        25        73        81       135       133       139         1
MODCORESTATSCOMP:               statset3,        26        76        84       139       138       144         1
MODCORESTATSCOMP:               statset3,        27        80        87       144       143       149         1
MODCORESTATSCOMP:               statset3,        28        82        90       148       147       154         1
MODCORESTATSCOMP:               statset3,        29        84        94       153       152       159         1
MODCORESTATSCOMP:               statset3,        30        86        96       157       156       164         1


// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset4,         1         3         4        14        11        14         1
MODCORESTATSCOMP:               statset4,         2         5         6        18        15        18         1
MODCORESTATSCOMP:               statset4,         3         7         8        22        19        22         1
MODCORESTATSCOMP:               statset4,         4         9        10        26        23        26         1
MODCORESTATSCOMP:               statset4,         5        11        12        30        27        30         1
MODCORESTATSCOMP:               statset4,         6        13        14        34        31        34         1
MODCORESTATSCOMP:               statset4,         7        15        16        38        35        38         1
MODCORESTATSCOMP:               statset4,         8        17        18        42        39        42         1
MODCORESTATSCOMP:               statset4,         9        19        20        46        43        46         1
MODCORESTATSCOMP:               statset4,        10        21        22        50        47        50         1
MODCORESTATSCOMP:               statset4,        11        23        24        54        51        54         1
MODCORESTATSCOMP:               statset4,        12        25        26        58        55        58         1
MODCORESTATSCOMP:               statset4,        13        27        28        62        59        62         1
MODCORESTATSCOMP:               statset4,        14        29        30        66        63        66         1
MODCORESTATSCOMP:               statset4,        15        31        32        70        67        70         1
MODCORESTATSCOMP:               statset4,        16        33        34        74        71        74         1
MODCORESTATSCOMP:               statset4,        17        35        36        78        75        78         1
MODCORESTATSCOMP:               statset4,        18        37        38        82        79        82         1
MODCORESTATSCOMP:               statset4,        19        39        40        86        83        86         1
MODCORESTATSCOMP:               statset4,        20        41        42        90        87        90         1
MODCORESTATSCOMP:               statset4,        21        43        44        94        91        94         1
MODCORESTATSCOMP:               statset4,        22        45        46        98        95        98         1
MODCORESTATSCOMP:               statset4,        23        47        48       102        99       102         1
MODCORESTATSCOMP:               statset4,        24        49        50       106       103       106         1
MODCORESTATSCOMP:               statset4,        25        51        52       110       107       110         1
MODCORESTATSCOMP:               statset4,        26        53        54       114       111       114         1
MODCORESTATSCOMP:               statset4,        27        55        56       118       115       118         1
MODCORESTATSCOMP:               statset4,        28        57        58       122       119       122         1
MODCORESTATSCOMP:               statset4,        29        59        60       126       123       126         1
MODCORESTATSCOMP:               statset4,        30        61        62       130       127       130         1


// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset5,         1         5         6        16        13        16         1
MODCORESTATSCOMP:               statset5,         2         9        10        22        19        22         1
MODCORESTATSCOMP:               statset5,         3        13        14        28        25        28         1
MODCORESTATSCOMP:               statset5,         4        17        18        34        31        34         1
MODCORESTATSCOMP:               statset5,         5        21        22        40        37        40         1
MODCORESTATSCOMP:               statset5,         6        25        26        46        43        46         1
MODCORESTATSCOMP:               statset5,         7        29        30        52        49        52         1
MODCORESTATSCOMP:               statset5,         8        33        34        58        55        58         1
MODCORESTATSCOMP:               statset5,         9        37        38        64        61        64         1
MODCORESTATSCOMP:               statset5,        10        41        42        70        67        70         1
MODCORESTATSCOMP:               statset5,        11        45        46        76        73        76         1
MODCORESTATSCOMP:               statset5,        12        49        50        82        79        82         1
MODCORESTATSCOMP:               statset5,        13        53        54        88        85        88         1
MODCORESTATSCOMP:               statset5,        14        57        58        94        91        94         1
MODCORESTATSCOMP:               statset5,        15        61        62       100        97       100         1
MODCORESTATSCOMP:               statset5,        16        65        66       106       103       106         1
MODCORESTATSCOMP:               statset5,        17        69        70       112       109       112         1
MODCORESTATSCOMP:               statset5,        18        73        74       118       115       118         1
MODCORESTATSCOMP:               statset5,        19        77        78       124       121       124         1
MODCORESTATSCOMP:               statset5,        20        81        82       130       127       130         1
MODCORESTATSCOMP:               statset5,        21        85        86       136       133       136         1
MODCORESTATSCOMP:               statset5,        22        89        90       142       139       142         1
MODCORESTATSCOMP:               statset5,        23        93        94       148       145       148         1
MODCORESTATSCOMP:               statset5,        24        97        98       154       151       154         1
MODCORESTATSCOMP:               statset5,        25       101       102       160       157       160         1
MODCORESTATSCOMP:               statset5,        26       105       106       166       163       166         1
MODCORESTATSCOMP:               statset5,        27       109       110       172       169       172         1
MODCORESTATSCOMP:               statset5,        28       113       114       178       175       178         1
MODCORESTATSCOMP:               statset5,        29       117       118       184       181       184         1
MODCORESTATSCOMP:               statset5,        30       121       122       190       187       190         1


