// STATSET export Class: DarkLegionnaire
// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset4,         5        11        11        20        20        20         1
MODCORESTATSCOMP:               statset4,         6        13        13        24        24        24         1
MODCORESTATSCOMP:               statset4,         7        15        15        28        28        28         1
MODCORESTATSCOMP:               statset4,         8        17        17        32        32        32         1
MODCORESTATSCOMP:               statset4,         9        19        19        36        36        36         1
MODCORESTATSCOMP:               statset4,        10        21        21        40        40        40         1
MODCORESTATSCOMP:               statset4,        11        23        23        44        44        44         1
MODCORESTATSCOMP:               statset4,        12        25        25        48        48        48         1
MODCORESTATSCOMP:               statset4,        13        27        27        52        52        52         1
MODCORESTATSCOMP:               statset4,        14        29        29        56        56        56         1
MODCORESTATSCOMP:               statset4,        15        31        31        60        60        60         1
MODCORESTATSCOMP:               statset4,        16        33        33        64        64        64         1
MODCORESTATSCOMP:               statset4,        17        35        35        68        68        68         1
MODCORESTATSCOMP:               statset4,        18        37        37        72        72        72         1
MODCORESTATSCOMP:               statset4,        19        39        39        76        76        76         1
MODCORESTATSCOMP:               statset4,        20        41        41        80        80        80         1
MODCORESTATSCOMP:               statset4,        21        43        43        84        84        84         1
MODCORESTATSCOMP:               statset4,        22        45        45        88        88        88         1
MODCORESTATSCOMP:               statset4,        23        47        47        92        92        92         1
MODCORESTATSCOMP:               statset4,        24        49        49        96        96        96         1
MODCORESTATSCOMP:               statset4,        25        51        51       100       100       100         1
MODCORESTATSCOMP:               statset4,        26        53        53       104       104       104         1
MODCORESTATSCOMP:               statset4,        27        55        55       108       108       108         1
MODCORESTATSCOMP:               statset4,        28        57        57       112       112       112         1
MODCORESTATSCOMP:               statset4,        29        59        59       116       116       116         1
MODCORESTATSCOMP:               statset4,        30        61        61       120       120       120         1


// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset5,         1         6         6         6         6         6         1
MODCORESTATSCOMP:               statset5,         2        11        11        12        12        12         1
MODCORESTATSCOMP:               statset5,         3        16        16        18        18        18         1
MODCORESTATSCOMP:               statset5,         4        21        21        24        24        24         1
MODCORESTATSCOMP:               statset5,         5        26        26        30        30        30         1
MODCORESTATSCOMP:               statset5,         6        31        31        36        36        36         1
MODCORESTATSCOMP:               statset5,         7        36        36        42        42        42         1
MODCORESTATSCOMP:               statset5,         8        41        41        48        48        48         1
MODCORESTATSCOMP:               statset5,         9        46        46        54        54        54         1
MODCORESTATSCOMP:               statset5,        10        51        51        60        60        60         1
MODCORESTATSCOMP:               statset5,        11        56        56        66        66        66         1
MODCORESTATSCOMP:               statset5,        12        61        61        72        72        72         1
MODCORESTATSCOMP:               statset5,        13        66        66        78        78        78         1
MODCORESTATSCOMP:               statset5,        14        71        71        84        84        84         1
MODCORESTATSCOMP:               statset5,        15        76        76        90        90        90         1
MODCORESTATSCOMP:               statset5,        16        81        81        96        96        96         1
MODCORESTATSCOMP:               statset5,        17        86        86       102       102       102         1
MODCORESTATSCOMP:               statset5,        18        91        91       108       108       108         1
MODCORESTATSCOMP:               statset5,        19        96        96       114       114       114         1
MODCORESTATSCOMP:               statset5,        20       101       101       120       120       120         1
MODCORESTATSCOMP:               statset5,        21       106       106       126       126       126         1
MODCORESTATSCOMP:               statset5,        22       111       111       132       132       132         1
MODCORESTATSCOMP:               statset5,        23       116       116       138       138       138         1
MODCORESTATSCOMP:               statset5,        24       121       121       144       144       144         1
MODCORESTATSCOMP:               statset5,        25       126       126       150       150       150         1
MODCORESTATSCOMP:               statset5,        26       131       131       156       156       156         1
MODCORESTATSCOMP:               statset5,        27       136       136       162       162       162         1
MODCORESTATSCOMP:               statset5,        28       141       141       168       168       168         1
MODCORESTATSCOMP:               statset5,        29       146       146       174       174       174         1
MODCORESTATSCOMP:               statset5,        30       151       151       180       180       180         1


