// STATSET export Class: Legionnaire
// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset2,        11        41        38        54        53        55         1
MODCORESTATSCOMP:               statset2,        12        45        40        58        58        60         1
MODCORESTATSCOMP:               statset2,        13        49        43        63        64        65         1
MODCORESTATSCOMP:               statset2,        14        51        46        67        69        70         1
MODCORESTATSCOMP:               statset2,        15        55        49        73        75        75         1
MODCORESTATSCOMP:               statset2,        16        59        54        77        81        80         1
MODCORESTATSCOMP:               statset2,        17        63        57        82        86        84         1
MODCORESTATSCOMP:               statset2,        18        67        60        88        92        89         1
MODCORESTATSCOMP:               statset2,        19        70        64        92        98        95         1
MODCORESTATSCOMP:               statset2,        20        73        66        97       103       101         1
MODCORESTATSCOMP:               statset2,        21        77        69       103       108       107         1
MODCORESTATSCOMP:               statset2,        22        81        72       108       114       111         1
MODCORESTATSCOMP:               statset2,        23        84        77       113       119       116         1
MODCORESTATSCOMP:               statset2,        24        86        81       117       124       121         1
MODCORESTATSCOMP:               statset2,        25        91        86       122       129       127         1
MODCORESTATSCOMP:               statset2,        26        95        90       128       135       132         1
MODCORESTATSCOMP:               statset2,        27        98        94       133       139       138         1
MODCORESTATSCOMP:               statset2,        28       102        98       138       143       143         1
MODCORESTATSCOMP:               statset2,        29       106       100       142       148       149         1
MODCORESTATSCOMP:               statset2,        30       110       103       148       154       155         1


// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset3,         1         4         5         6         4         5         1
MODCORESTATSCOMP:               statset3,         2         8         9        11         8        11         1
MODCORESTATSCOMP:               statset3,         3        12        12        16        13        15         1
MODCORESTATSCOMP:               statset3,         4        16        16        20        18        19         1
MODCORESTATSCOMP:               statset3,         5        20        20        25        24        24         1
MODCORESTATSCOMP:               statset3,         6        22        24        30        29        30         1
MODCORESTATSCOMP:               statset3,         7        24        26        34        34        35         1
MODCORESTATSCOMP:               statset3,         8        27        28        38        39        40         1
MODCORESTATSCOMP:               statset3,         9        30        31        43        45        44         1
MODCORESTATSCOMP:               statset3,        10        33        34        47        51        50         1
MODCORESTATSCOMP:               statset3,        11        36        38        52        56        55         1
MODCORESTATSCOMP:               statset3,        12        39        42        56        62        61         1
MODCORESTATSCOMP:               statset3,        13        43        45        61        67        65         1
MODCORESTATSCOMP:               statset3,        14        45        49        66        73        70         1
MODCORESTATSCOMP:               statset3,        15        48        52        71        79        75         1
MODCORESTATSCOMP:               statset3,        16        50        56        76        83        80         1
MODCORESTATSCOMP:               statset3,        17        54        59        81        87        86         1
MODCORESTATSCOMP:               statset3,        18        59        62        87        93        91         1
MODCORESTATSCOMP:               statset3,        19        61        64        93        98        96         1
MODCORESTATSCOMP:               statset3,        20        65        67        97       102       101         1
MODCORESTATSCOMP:               statset3,        21        69        72       102       107       107         1
MODCORESTATSCOMP:               statset3,        22        72        75       106       113       112         1
MODCORESTATSCOMP:               statset3,        23        75        77       111       119       118         1
MODCORESTATSCOMP:               statset3,        24        78        80       116       125       123         1
MODCORESTATSCOMP:               statset3,        25        81        83       121       129       129         1
MODCORESTATSCOMP:               statset3,        26        84        87       126       134       134         1
MODCORESTATSCOMP:               statset3,        27        88        91       131       139       138         1
MODCORESTATSCOMP:               statset3,        28        91        94       137       143       144         1
MODCORESTATSCOMP:               statset3,        29        94        96       141       148       149         1
MODCORESTATSCOMP:               statset3,        30        98       100       146       152       154         1


// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset4,         1         3         5         4         4         4         1
MODCORESTATSCOMP:               statset4,         2         5         7         8         8         8         1
MODCORESTATSCOMP:               statset4,         3         7         9        12        12        12         1
MODCORESTATSCOMP:               statset4,         4         9        11        16        16        16         1
MODCORESTATSCOMP:               statset4,         5        11        13        20        20        20         1
MODCORESTATSCOMP:               statset4,         6        13        15        24        24        24         1
MODCORESTATSCOMP:               statset4,         7        15        17        28        28        28         1
MODCORESTATSCOMP:               statset4,         8        17        19        32        32        32         1
MODCORESTATSCOMP:               statset4,         9        19        21        36        36        36         1
MODCORESTATSCOMP:               statset4,        10        21        23        40        40        40         1
MODCORESTATSCOMP:               statset4,        11        23        25        44        44        44         1
MODCORESTATSCOMP:               statset4,        12        25        27        48        48        48         1
MODCORESTATSCOMP:               statset4,        13        27        29        52        52        52         1
MODCORESTATSCOMP:               statset4,        14        29        31        56        56        56         1
MODCORESTATSCOMP:               statset4,        15        31        33        60        60        60         1
MODCORESTATSCOMP:               statset4,        16        33        35        64        64        64         1
MODCORESTATSCOMP:               statset4,        17        35        37        68        68        68         1
MODCORESTATSCOMP:               statset4,        18        37        39        72        72        72         1
MODCORESTATSCOMP:               statset4,        19        39        41        76        76        76         1
MODCORESTATSCOMP:               statset4,        20        41        43        80        80        80         1
MODCORESTATSCOMP:               statset4,        21        43        45        84        84        84         1
MODCORESTATSCOMP:               statset4,        22        45        47        88        88        88         1
MODCORESTATSCOMP:               statset4,        23        47        49        92        92        92         1
MODCORESTATSCOMP:               statset4,        24        49        51        96        96        96         1
MODCORESTATSCOMP:               statset4,        25        51        53       100       100       100         1
MODCORESTATSCOMP:               statset4,        26        53        55       104       104       104         1
MODCORESTATSCOMP:               statset4,        27        55        57       108       108       108         1
MODCORESTATSCOMP:               statset4,        28        57        59       112       112       112         1
MODCORESTATSCOMP:               statset4,        29        59        61       116       116       116         1
MODCORESTATSCOMP:               statset4,        30        61        63       120       120       120         1


// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset5,         1         6         8         6         6         6         1
MODCORESTATSCOMP:               statset5,         2        11        13        12        12        12         1
MODCORESTATSCOMP:               statset5,         3        16        18        18        18        18         1
MODCORESTATSCOMP:               statset5,         4        21        23        24        24        24         1
MODCORESTATSCOMP:               statset5,         5        26        28        30        30        30         1
MODCORESTATSCOMP:               statset5,         6        31        33        36        36        36         1
MODCORESTATSCOMP:               statset5,         7        36        38        42        42        42         1
MODCORESTATSCOMP:               statset5,         8        41        43        48        48        48         1
MODCORESTATSCOMP:               statset5,         9        46        48        54        54        54         1
MODCORESTATSCOMP:               statset5,        10        51        53        60        60        60         1
MODCORESTATSCOMP:               statset5,        11        56        58        66        66        66         1
MODCORESTATSCOMP:               statset5,        12        61        63        72        72        72         1
MODCORESTATSCOMP:               statset5,        13        66        68        78        78        78         1
MODCORESTATSCOMP:               statset5,        14        71        73        84        84        84         1
MODCORESTATSCOMP:               statset5,        15        76        78        90        90        90         1
MODCORESTATSCOMP:               statset5,        16        81        83        96        96        96         1
MODCORESTATSCOMP:               statset5,        17        86        88       102       102       102         1
MODCORESTATSCOMP:               statset5,        18        91        93       108       108       108         1
MODCORESTATSCOMP:               statset5,        19        96        98       114       114       114         1
MODCORESTATSCOMP:               statset5,        20       101       103       120       120       120         1
MODCORESTATSCOMP:               statset5,        21       106       108       126       126       126         1
MODCORESTATSCOMP:               statset5,        22       111       113       132       132       132         1
MODCORESTATSCOMP:               statset5,        23       116       118       138       138       138         1
MODCORESTATSCOMP:               statset5,        24       121       123       144       144       144         1
MODCORESTATSCOMP:               statset5,        25       126       128       150       150       150         1
MODCORESTATSCOMP:               statset5,        26       131       133       156       156       156         1
MODCORESTATSCOMP:               statset5,        27       136       138       162       162       162         1
MODCORESTATSCOMP:               statset5,        28       141       143       168       168       168         1
MODCORESTATSCOMP:               statset5,        29       146       148       174       174       174         1
MODCORESTATSCOMP:               statset5,        30       151       153       180       180       180         1


