// STATSET export Class: Archer
// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset1,         5        18        14        33        31        23         1
MODCORESTATSCOMP:               statset1,         6        22        16        38        37        28         1
MODCORESTATSCOMP:               statset1,         7        24        20        44        43        33         1
MODCORESTATSCOMP:               statset1,         8        27        23        49        48        37         1
MODCORESTATSCOMP:               statset1,         9        29        27        53        52        43         1
MODCORESTATSCOMP:               statset1,        10        32        31        58        58        47         1
MODCORESTATSCOMP:               statset1,        11        35        34        62        62        51         1
MODCORESTATSCOMP:               statset1,        12        38        36        67        68        56         1
MODCORESTATSCOMP:               statset1,        13        42        39        72        73        61         1
MODCORESTATSCOMP:               statset1,        14        45        42        77        78        66         1
MODCORESTATSCOMP:               statset1,        15        49        45        83        83        72         1
MODCORESTATSCOMP:               statset1,        16        52        48        88        88        76         1
MODCORESTATSCOMP:               statset1,        17        55        52        94        93        81         1
MODCORESTATSCOMP:               statset1,        18        59        54       100        99        86         1
MODCORESTATSCOMP:               statset1,        19        62        58       105       103        91         1
MODCORESTATSCOMP:               statset1,        20        66        61       110       108        96         1
MODCORESTATSCOMP:               statset1,        21        70        63       114       113       100         1
MODCORESTATSCOMP:               statset1,        22        74        65       118       118       105         1
MODCORESTATSCOMP:               statset1,        23        78        68       123       124       111         1
MODCORESTATSCOMP:               statset1,        24        82        71       129       128       116         1
MODCORESTATSCOMP:               statset1,        25        85        74       134       133       120         1
MODCORESTATSCOMP:               statset1,        26        88        78       139       138       125         1
MODCORESTATSCOMP:               statset1,        27        91        80       144       142       131         1
MODCORESTATSCOMP:               statset1,        28        94        83       150       147       137         1
MODCORESTATSCOMP:               statset1,        29        96        85       155       152       143         1
MODCORESTATSCOMP:               statset1,        30       100        88       159       157       148         1


// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset2,         1         5         6        11         9         5         1
MODCORESTATSCOMP:               statset2,         2         9        10        15        15        11         1
MODCORESTATSCOMP:               statset2,         3        12        13        21        21        16         1
MODCORESTATSCOMP:               statset2,         4        15        17        25        27        21         1
MODCORESTATSCOMP:               statset2,         5        17        21        29        32        26         1
MODCORESTATSCOMP:               statset2,         6        20        25        35        36        31         1
MODCORESTATSCOMP:               statset2,         7        24        28        39        41        36         1
MODCORESTATSCOMP:               statset2,         8        28        30        44        46        42         1
MODCORESTATSCOMP:               statset2,         9        30        32        48        51        47         1
MODCORESTATSCOMP:               statset2,        10        32        36        54        55        53         1
MODCORESTATSCOMP:               statset2,        11        35        39        59        60        58         1
MODCORESTATSCOMP:               statset2,        12        38        42        63        65        63         1
MODCORESTATSCOMP:               statset2,        13        41        45        68        70        67         1
MODCORESTATSCOMP:               statset2,        14        45        48        74        75        71         1
MODCORESTATSCOMP:               statset2,        15        48        51        79        80        76         1
MODCORESTATSCOMP:               statset2,        16        51        53        83        86        80         1
MODCORESTATSCOMP:               statset2,        17        55        55        87        90        86         1
MODCORESTATSCOMP:               statset2,        18        59        57        92        95        91         1
MODCORESTATSCOMP:               statset2,        19        62        60        97        99        97         1
MODCORESTATSCOMP:               statset2,        20        65        64       101       103       102         1
MODCORESTATSCOMP:               statset2,        21        68        66       106       108       108         1
MODCORESTATSCOMP:               statset2,        22        71        68       111       113       113         1
MODCORESTATSCOMP:               statset2,        23        73        71       116       119       118         1
MODCORESTATSCOMP:               statset2,        24        75        74       121       123       122         1
MODCORESTATSCOMP:               statset2,        25        78        78       126       128       127         1
MODCORESTATSCOMP:               statset2,        26        81        81       132       133       132         1
MODCORESTATSCOMP:               statset2,        27        83        84       136       138       137         1
MODCORESTATSCOMP:               statset2,        28        86        87       140       143       142         1
MODCORESTATSCOMP:               statset2,        29        90        91       146       148       146         1
MODCORESTATSCOMP:               statset2,        30        92        93       151       153       151         1


// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset3,         1         4         6        10        10         5         1
MODCORESTATSCOMP:               statset3,         2         8         9        15        15        11         1
MODCORESTATSCOMP:               statset3,         3        11        12        20        20        17         1
MODCORESTATSCOMP:               statset3,         4        14        14        25        25        22         1
MODCORESTATSCOMP:               statset3,         5        18        17        30        31        28         1
MODCORESTATSCOMP:               statset3,         6        20        19        35        36        34         1
MODCORESTATSCOMP:               statset3,         7        24        23        40        40        39         1
MODCORESTATSCOMP:               statset3,         8        27        26        45        46        43         1
MODCORESTATSCOMP:               statset3,         9        30        30        49        51        47         1
MODCORESTATSCOMP:               statset3,        10        33        34        54        56        52         1
MODCORESTATSCOMP:               statset3,        11        35        36        59        61        57         1
MODCORESTATSCOMP:               statset3,        12        37        40        65        66        63         1
MODCORESTATSCOMP:               statset3,        13        41        43        70        71        67         1
MODCORESTATSCOMP:               statset3,        14        45        46        75        76        72         1
MODCORESTATSCOMP:               statset3,        15        47        49        80        82        76         1
MODCORESTATSCOMP:               statset3,        16        51        51        84        87        82         1
MODCORESTATSCOMP:               statset3,        17        55        53        89        92        88         1
MODCORESTATSCOMP:               statset3,        18        58        57        95        98        92         1
MODCORESTATSCOMP:               statset3,        19        61        60       101       103        96         1
MODCORESTATSCOMP:               statset3,        20        64        64       106       108       100         1
MODCORESTATSCOMP:               statset3,        21        68        67       110       114       104         1
MODCORESTATSCOMP:               statset3,        22        70        69       116       119       108         1
MODCORESTATSCOMP:               statset3,        23        73        72       121       123       114         1
MODCORESTATSCOMP:               statset3,        24        77        74       126       127       119         1
MODCORESTATSCOMP:               statset3,        25        80        76       132       132       124         1
MODCORESTATSCOMP:               statset3,        26        84        79       137       138       129         1
MODCORESTATSCOMP:               statset3,        27        87        82       142       142       133         1
MODCORESTATSCOMP:               statset3,        28        91        85       147       146       139         1
MODCORESTATSCOMP:               statset3,        29        95        88       151       151       144         1
MODCORESTATSCOMP:               statset3,        30        98        91       156       156       149         1


// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset4,         1         3         4         9         9         4         1
MODCORESTATSCOMP:               statset4,         2         5         6        13        13         8         1
MODCORESTATSCOMP:               statset4,         3         7         8        17        17        12         1
MODCORESTATSCOMP:               statset4,         4         9        10        21        21        16         1
MODCORESTATSCOMP:               statset4,         5        11        12        25        25        20         1
MODCORESTATSCOMP:               statset4,         6        13        14        29        29        24         1
MODCORESTATSCOMP:               statset4,         7        15        16        33        33        28         1
MODCORESTATSCOMP:               statset4,         8        17        18        37        37        32         1
MODCORESTATSCOMP:               statset4,         9        19        20        41        41        36         1
MODCORESTATSCOMP:               statset4,        10        21        22        45        45        40         1
MODCORESTATSCOMP:               statset4,        11        23        24        49        49        44         1
MODCORESTATSCOMP:               statset4,        12        25        26        53        53        48         1
MODCORESTATSCOMP:               statset4,        13        27        28        57        57        52         1
MODCORESTATSCOMP:               statset4,        14        29        30        61        61        56         1
MODCORESTATSCOMP:               statset4,        15        31        32        65        65        60         1
MODCORESTATSCOMP:               statset4,        16        33        34        69        69        64         1
MODCORESTATSCOMP:               statset4,        17        35        36        73        73        68         1
MODCORESTATSCOMP:               statset4,        18        37        38        77        77        72         1
MODCORESTATSCOMP:               statset4,        19        39        40        81        81        76         1
MODCORESTATSCOMP:               statset4,        20        41        42        85        85        80         1
MODCORESTATSCOMP:               statset4,        21        43        44        89        89        84         1
MODCORESTATSCOMP:               statset4,        22        45        46        93        93        88         1
MODCORESTATSCOMP:               statset4,        23        47        48        97        97        92         1
MODCORESTATSCOMP:               statset4,        24        49        50       101       101        96         1
MODCORESTATSCOMP:               statset4,        25        51        52       105       105       100         1
MODCORESTATSCOMP:               statset4,        26        53        54       109       109       104         1
MODCORESTATSCOMP:               statset4,        27        55        56       113       113       108         1
MODCORESTATSCOMP:               statset4,        28        57        58       117       117       112         1
MODCORESTATSCOMP:               statset4,        29        59        60       121       121       116         1
MODCORESTATSCOMP:               statset4,        30        61        62       125       125       120         1


// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset5,         1         5         6        11        11         6         1
MODCORESTATSCOMP:               statset5,         2         9        10        17        17        12         1
MODCORESTATSCOMP:               statset5,         3        13        14        23        23        18         1
MODCORESTATSCOMP:               statset5,         4        17        18        29        29        24         1
MODCORESTATSCOMP:               statset5,         5        21        22        35        35        30         1
MODCORESTATSCOMP:               statset5,         6        25        26        41        41        36         1
MODCORESTATSCOMP:               statset5,         7        29        30        47        47        42         1
MODCORESTATSCOMP:               statset5,         8        33        34        53        53        48         1
MODCORESTATSCOMP:               statset5,         9        37        38        59        59        54         1
MODCORESTATSCOMP:               statset5,        10        41        42        65        65        60         1
MODCORESTATSCOMP:               statset5,        11        45        46        71        71        66         1
MODCORESTATSCOMP:               statset5,        12        49        50        77        77        72         1
MODCORESTATSCOMP:               statset5,        13        53        54        83        83        78         1
MODCORESTATSCOMP:               statset5,        14        57        58        89        89        84         1
MODCORESTATSCOMP:               statset5,        15        61        62        95        95        90         1
MODCORESTATSCOMP:               statset5,        16        65        66       101       101        96         1
MODCORESTATSCOMP:               statset5,        17        69        70       107       107       102         1
MODCORESTATSCOMP:               statset5,        18        73        74       113       113       108         1
MODCORESTATSCOMP:               statset5,        19        77        78       119       119       114         1
MODCORESTATSCOMP:               statset5,        20        81        82       125       125       120         1
MODCORESTATSCOMP:               statset5,        21        85        86       131       131       126         1
MODCORESTATSCOMP:               statset5,        22        89        90       137       137       132         1
MODCORESTATSCOMP:               statset5,        23        93        94       143       143       138         1
MODCORESTATSCOMP:               statset5,        24        97        98       149       149       144         1
MODCORESTATSCOMP:               statset5,        25       101       102       155       155       150         1
MODCORESTATSCOMP:               statset5,        26       105       106       161       161       156         1
MODCORESTATSCOMP:               statset5,        27       109       110       167       167       162         1
MODCORESTATSCOMP:               statset5,        28       113       114       173       173       168         1
MODCORESTATSCOMP:               statset5,        29       117       118       179       179       174         1
MODCORESTATSCOMP:               statset5,        30       121       122       185       185       180         1


