// STATSET export Class: BearGreater
// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset2,        28       235       201       156       143       143        20
MODCORESTATSCOMP:               statset2,        29       243       209       160       147       148        20
MODCORESTATSCOMP:               statset2,        30       251       216       166       153       153        20


// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset3,         1        17        16        26         5         5        20
MODCORESTATSCOMP:               statset3,         2        24        23        32         9        10        20
MODCORESTATSCOMP:               statset3,         3        31        30        36        14        16        20
MODCORESTATSCOMP:               statset3,         4        39        36        42        19        21        20
MODCORESTATSCOMP:               statset3,         5        47        42        47        24        27        20
MODCORESTATSCOMP:               statset3,         6        56        48        52        29        33        20
MODCORESTATSCOMP:               statset3,         7        63        55        56        34        39        20
MODCORESTATSCOMP:               statset3,         8        70        62        62        40        45        20
MODCORESTATSCOMP:               statset3,         9        79        70        68        45        49        20
MODCORESTATSCOMP:               statset3,        10        86        77        74        49        53        20
MODCORESTATSCOMP:               statset3,        11        95        84        78        54        59        20
MODCORESTATSCOMP:               statset3,        12       102        91        83        60        65        20
MODCORESTATSCOMP:               statset3,        13       111        98        89        65        69        20
MODCORESTATSCOMP:               statset3,        14       120       106        93        70        74        20
MODCORESTATSCOMP:               statset3,        15       128       114        98        75        80        20
MODCORESTATSCOMP:               statset3,        16       135       121       103        80        86        20
MODCORESTATSCOMP:               statset3,        17       143       128       107        85        91        20
MODCORESTATSCOMP:               statset3,        18       151       135       111        91        96        20
MODCORESTATSCOMP:               statset3,        19       159       142       115        96       100        20
MODCORESTATSCOMP:               statset3,        20       167       150       121       102       105        20
MODCORESTATSCOMP:               statset3,        21       175       156       126       107       109        20
MODCORESTATSCOMP:               statset3,        22       183       164       131       112       113        20
MODCORESTATSCOMP:               statset3,        23       191       170       136       117       118        20
MODCORESTATSCOMP:               statset3,        24       199       178       140       122       123        20
MODCORESTATSCOMP:               statset3,        25       207       186       145       127       128        20
MODCORESTATSCOMP:               statset3,        26       215       192       150       132       132        20
MODCORESTATSCOMP:               statset3,        27       222       199       156       136       138        20
MODCORESTATSCOMP:               statset3,        28       229       206       162       142       142        20
MODCORESTATSCOMP:               statset3,        29       236       213       166       147       148        20
MODCORESTATSCOMP:               statset3,        30       245       221       171       152       153        20


// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset4,         1        17        16        24         4         4        20
MODCORESTATSCOMP:               statset4,         2        24        22        28         8         8        20
MODCORESTATSCOMP:               statset4,         3        31        28        32        12        12        20
MODCORESTATSCOMP:               statset4,         4        38        34        36        16        16        20
MODCORESTATSCOMP:               statset4,         5        45        40        40        20        20        20
MODCORESTATSCOMP:               statset4,         6        52        46        44        24        24        20
MODCORESTATSCOMP:               statset4,         7        59        52        48        28        28        20
MODCORESTATSCOMP:               statset4,         8        66        58        52        32        32        20
MODCORESTATSCOMP:               statset4,         9        73        64        56        36        36        20
MODCORESTATSCOMP:               statset4,        10        80        70        60        40        40        20
MODCORESTATSCOMP:               statset4,        11        87        76        64        44        44        20
MODCORESTATSCOMP:               statset4,        12        94        82        68        48        48        20
MODCORESTATSCOMP:               statset4,        13       101        88        72        52        52        20
MODCORESTATSCOMP:               statset4,        14       108        94        76        56        56        20
MODCORESTATSCOMP:               statset4,        15       115       100        80        60        60        20
MODCORESTATSCOMP:               statset4,        16       122       106        84        64        64        20
MODCORESTATSCOMP:               statset4,        17       129       112        88        68        68        20
MODCORESTATSCOMP:               statset4,        18       136       118        92        72        72        20
MODCORESTATSCOMP:               statset4,        19       143       124        96        76        76        20
MODCORESTATSCOMP:               statset4,        20       150       130       100        80        80        20
MODCORESTATSCOMP:               statset4,        21       157       136       104        84        84        20
MODCORESTATSCOMP:               statset4,        22       164       142       108        88        88        20
MODCORESTATSCOMP:               statset4,        23       171       148       112        92        92        20
MODCORESTATSCOMP:               statset4,        24       178       154       116        96        96        20
MODCORESTATSCOMP:               statset4,        25       185       160       120       100       100        20
MODCORESTATSCOMP:               statset4,        26       192       166       124       104       104        20
MODCORESTATSCOMP:               statset4,        27       199       172       128       108       108        20
MODCORESTATSCOMP:               statset4,        28       206       178       132       112       112        20
MODCORESTATSCOMP:               statset4,        29       213       184       136       116       116        20
MODCORESTATSCOMP:               statset4,        30       220       190       140       120       120        20


// Level Power/Acc/Defense/Initiative/Constitution/MoveRate
//                              variant,     Level   Constit     Power  Accuracy   Defense   Initive     Move
MODCORESTATSCOMP:               statset5,         1        19        18        26         6         6        20
MODCORESTATSCOMP:               statset5,         2        28        26        32        12        12        20
MODCORESTATSCOMP:               statset5,         3        37        34        38        18        18        20
MODCORESTATSCOMP:               statset5,         4        46        42        44        24        24        20
MODCORESTATSCOMP:               statset5,         5        55        50        50        30        30        20
MODCORESTATSCOMP:               statset5,         6        64        58        56        36        36        20
MODCORESTATSCOMP:               statset5,         7        73        66        62        42        42        20
MODCORESTATSCOMP:               statset5,         8        82        74        68        48        48        20
MODCORESTATSCOMP:               statset5,         9        91        82        74        54        54        20
MODCORESTATSCOMP:               statset5,        10       100        90        80        60        60        20
MODCORESTATSCOMP:               statset5,        11       109        98        86        66        66        20
MODCORESTATSCOMP:               statset5,        12       118       106        92        72        72        20
MODCORESTATSCOMP:               statset5,        13       127       114        98        78        78        20
MODCORESTATSCOMP:               statset5,        14       136       122       104        84        84        20
MODCORESTATSCOMP:               statset5,        15       145       130       110        90        90        20
MODCORESTATSCOMP:               statset5,        16       154       138       116        96        96        20
MODCORESTATSCOMP:               statset5,        17       163       146       122       102       102        20
MODCORESTATSCOMP:               statset5,        18       172       154       128       108       108        20
MODCORESTATSCOMP:               statset5,        19       181       162       134       114       114        20
MODCORESTATSCOMP:               statset5,        20       190       170       140       120       120        20
MODCORESTATSCOMP:               statset5,        21       199       178       146       126       126        20
MODCORESTATSCOMP:               statset5,        22       208       186       152       132       132        20
MODCORESTATSCOMP:               statset5,        23       217       194       158       138       138        20
MODCORESTATSCOMP:               statset5,        24       226       202       164       144       144        20
MODCORESTATSCOMP:               statset5,        25       235       210       170       150       150        20
MODCORESTATSCOMP:               statset5,        26       244       218       176       156       156        20
MODCORESTATSCOMP:               statset5,        27       253       226       182       162       162        20
MODCORESTATSCOMP:               statset5,        28       262       234       188       168       168        20
MODCORESTATSCOMP:               statset5,        29       271       242       194       174       174        20
MODCORESTATSCOMP:               statset5,        30       280       250       200       180       180        20


